Author,Archive Type
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235, Variability in the El Nino-Southern Oscillation Through a Glacial-Interglacial Cycle
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,Non-uniform interhemispheric temperature trends over the past 550 years
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,"Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand"
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,El Niño Southern Oscillation (ENSO) and decadal-scale climate variability at 10°N in the eastern Pacific from 1893 to 1994: A coral-based reconstruction from Clipperton Atoll.
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
https://doi.org/10.1029/2008JD010235,Great Barrier Reef coral luminescence reveals rainfall variability over northeastern Australia since the 17th century
